supersense_category	text
noun.location	Oslo
noun.group	admiralty
noun.location	Oslo
noun.person	seamen
noun.act	vice
noun.group	admiralty court
noun.person	Alert
noun.location	Circular Quay
noun.location	Sydney Cove
verb.possession	preserved
noun.group	Museum
noun.location	Hyde Park
noun.cognition	workmanship
noun.state	antiquity
noun.attribute	strangeness
verb.perception	noted
noun.person	Legrasse
noun.cognition	specimen
noun.person	Geologists
noun.person	curator
verb.communication	vowed
noun.person	Castro
noun.person	Legrasse
noun.event	revolution
noun.person	Mate Johansen
noun.location	Oslo
verb.motion	Sailing
verb.motion	reëmbarked
noun.location	Norwegian capital
noun.time	autumn
verb.motion	landed at
noun.artifact	trim wharves
noun.location	Egeberg
noun.person	Johansen
verb.creation	discovered
noun.location	Old Town
noun.location	King Harold Haardrada
verb.change	kept alive
noun.location	Oslo
verb.creation	masqueraded
noun.location	Christiana
noun.artifact	taxicab
verb.motion	knocked
noun.communication	summons
verb.emotion	stung
noun.feeling	disappointment
noun.person	Gustaf Johansen
verb.stative	survived
noun.act	doings
verb.emotion	broken
noun.communication	manuscript
noun.cognition	matters
verb.competition	safeguard
noun.state	peril
noun.communication	perusal
noun.location	Gothenburg
verb.change	falling
verb.motion	knocked
verb.contact	helped
noun.artifact	ambulance
noun.person	Physicians
noun.event	cause
noun.state	heart trouble
noun.state	weakened constitution
verb.emotion	gnawing
noun.body	vitals
verb.change	leave
verb.communication	Persuading
noun.person	widow
noun.communication	connexion
noun.cognition	matters
verb.social	entitle
noun.communication	manuscript
verb.contact	bore
noun.communication	diary
verb.social	strove
noun.act	voyage
verb.social	attempt
verb.communication	transcribe
noun.state	cloudiness
noun.attribute	redundance
noun.communication	gist
verb.communication	shew
noun.person	Johansen
noun.feeling	horrors
verb.contact	lurk
noun.act	blasphemies
verb.perception	dream
verb.social	favoured
verb.contact	loose
noun.event	earthquake
verb.communication	heave
noun.object	stone city
noun.person	Johansen
noun.act	voyage
noun.person	vice - admiralty
noun.person	Emma
noun.artifact	ballast
verb.change	cleared
noun.location	Auckland
noun.time	February
noun.event	earthquake
noun.event	tempest
noun.feeling	horrors
noun.communication	Alert
noun.time	March
noun.feeling	regret
noun.act	bombardment
noun.event	sinking
noun.person	fiends
noun.event	destruction
noun.person	Johansen
verb.emotion	shews
noun.attribute	ruthlessness
verb.creation	brought
noun.act	proceedings
noun.act	inquiry
verb.emotion	driven
verb.possession	captured
noun.person	Johansen
verb.perception	sight
verb.stative	sticking
noun.location	S. Latitude
noun.location	W. Longitude
verb.possession	come upon
noun.object	coast
noun.substance	mud
noun.substance	ooze
noun.artifact	masonry
noun.object	earth
noun.communication	aeons
noun.person	Cthulhu
noun.group	hordes
verb.contact	hidden
verb.contact	sending out
noun.group	faithful
noun.act	liberation
noun.process	restoration
noun.person	Johansen
noun.object	mountain
noun.plant	monolith
noun.artifact	citadel
noun.person	Cthulhu
verb.cognition	brooding
noun.person	Johansen
verb.emotion	awed
noun.attribute	majesty
noun.object	Babylon
noun.person	daemons
noun.communication	guidance
noun.state	Awe
noun.object	stone blocks
noun.attribute	height
noun.object	carven monolith
noun.artifact	bas - reliefs
noun.artifact	shrine
noun.location	Alert
noun.communication	futurism
noun.person	Johansen
verb.social	achieved
verb.cognition	dwells
noun.communication	hieroglyphs
verb.communication	suggests
noun.person	Wilcox
noun.cognition	geometry
noun.attribute	dimensions
noun.person	Johansen
noun.substance	mud
noun.location	Acropolis
verb.motion	clambered
noun.location	heaven
verb.perception	viewed
noun.state	miasma
verb.stative	welling out
noun.feeling	perversion
noun.state	menace
noun.feeling	suspense
verb.stative	lurked
noun.substance	carven
verb.change	shewed
noun.shape	concavity
noun.attribute	convexity
verb.change	come over
noun.person	explorers
noun.substance	ooze
noun.plant	weed
verb.emotion	feared
noun.feeling	scorn
verb.competition	searched
noun.artifact	souvenir
verb.emotion	bear away
noun.person	Rodriguez the Portuguese
noun.artifact	monolith
noun.animal	squid
noun.cognition	relief
noun.person	Johansen
noun.artifact	barn
noun.artifact	lintel
noun.artifact	threshold
noun.artifact	jambs
noun.person	Wilcox
noun.attribute	geometry
noun.person	Briden
noun.person	Donovan
noun.artifact	moulding
noun.quantity	acre
verb.perception	give
noun.person	Donovan
verb.motion	propelled
noun.artifact	jamb
verb.social	rejoined
noun.state	recession
noun.artifact	portal
noun.cognition	phantasy
noun.event	distortion
noun.artifact	aperture
noun.cognition	quality
noun.attribute	imprisonment
verb.change	darkening
verb.motion	slunk
noun.food	odour
noun.location	depths
noun.person	Hawkins
noun.person	Everyone
verb.motion	lumbered
noun.attribute	immensity
noun.state	air
noun.person	Poor Johansen
noun.communication	handwriting
verb.communication	gave out
verb.perception	perished
noun.state	Thing
noun.communication	abysms
noun.communication	shrieking
noun.state	lunacy
noun.cognition	contradictions
noun.object	mountain
noun.object	earth
noun.person	architect
verb.social	went mad
noun.person	Wilcox
verb.creation	raved
noun.artifact	idols
noun.animal	spawn
verb.creation	awaked
noun.communication	vigintillions
noun.person	Cthulhu
verb.consumption	ravening
verb.contact	swept up
noun.person	Donovan
noun.person	Guerrera
noun.person	Ångstrom
noun.person	Parker
noun.location	vistas
noun.person	Johansen
verb.cognition	swears
noun.artifact	masonry
verb.body	behaved
noun.person	Briden
noun.person	Johansen
noun.location	Alert
noun.person	monstrosity
verb.motion	flopped
noun.substance	stones
verb.change	hesitated
verb.contact	floundering
noun.person	Steam
verb.communication	suffered
verb.motion	rushing up
noun.attribute	horrors
verb.contact	churn
noun.substance	masonry
verb.communication	slavered
verb.communication	gibbered
noun.attribute	Polypheme
verb.communication	cursing
verb.motion	fleeing
noun.person	Odysseus
noun.person	Cthulhu
verb.motion	pursue
noun.act	strokes
noun.person	Briden
verb.communication	went
verb.stative	kept on
noun.person	Johansen
noun.person	Johansen
verb.communication	given out
verb.cognition	Knowing
verb.competition	overtake
noun.person	Alert
verb.change	setting
verb.motion	eddying
noun.substance	noisome
noun.substance	brine
noun.person	Norwegian
noun.body	vessel
noun.plant	froth
noun.body	stern
noun.person	daemon
noun.artifact	galleon
noun.food	squid
noun.artifact	feelers
noun.artifact	bowsprit
noun.person	Johansen
verb.motion	drove on
noun.event	bursting
noun.body	bladder
noun.state	nastiness
noun.animal	sunfish
noun.cognition	stench
noun.artifact	graves
noun.person	chronicler
verb.contact	befouled
verb.perception	seething
noun.person	God in
noun.attribute	plasticity
noun.animal	spawn
noun.person	Alert
noun.state	impetus
noun.person	Johansen
verb.emotion	brooded over
noun.artifact	idol
verb.social	attended
noun.cognition	matters
noun.person	maniac
verb.motion	navigate
noun.person	soul
noun.time	April
noun.shape	gulfs
noun.attribute	infinity
noun.act	rides
noun.location	universes
noun.object	comet
noun.act	plunges
verb.change	livened
noun.communication	chorus
noun.person	elder gods
noun.person	imps
noun.location	Tartarus
noun.act	rescue
noun.person	Vigilant
noun.person	vice
noun.location	Dunedin
noun.act	voyage
noun.person	Egeberg
noun.event	Death
noun.state	boon
noun.artifact	relief
noun.person	Professor Angell
noun.state	sanity
verb.contact	pieced together
verb.contact	pieced together
verb.emotion	hold
noun.person	uncle
noun.person	Johansen
noun.person	Cthulhu
noun.object	chasm
verb.cognition	shielded
verb.contact	sunken
noun.person	Vigilant
noun.time	April
noun.person	ministers
verb.communication	bellow
verb.motion	prance
verb.motion	slay
noun.animal	idol
noun.location	monoliths
noun.event	sinking
noun.object	abyss
verb.change	sink
verb.change	sunk
noun.attribute	Loathsomeness
verb.change	spreads
verb.communication	pray
noun.communication	manuscript
noun.person	executors
noun.attribute	audacity
verb.cognition	meets
noun.cognition	eye
noun.communication	advice
noun.cognition	will
verb.competition	opposing
noun.object	antarctic
noun.animal	fossil
noun.object	hunt
noun.act	boring
noun.process	melting
noun.object	ice -
noun.cognition	Doubt
noun.cognition	facts
verb.communication	reveal
verb.cognition	suppressed
verb.stative	count in
noun.attribute	favour
noun.act	fakery
noun.substance	ink
noun.artifact	drawings
verb.perception	jeered
noun.cognition	impostures
verb.communication	notwithstanding
noun.attribute	strangeness
noun.person	experts
verb.communication	remark
verb.cognition	puzzle over
noun.cognition	judgment
noun.state	standing
noun.person	leaders
noun.state	independence
verb.cognition	weigh
noun.attribute	merits
noun.cognition	light
verb.social	deter
noun.communication	programme
noun.person	associates
noun.group	university
noun.cognition	matters
noun.group	fields
noun.person	geologist
noun.cognition	object
verb.social	leading
noun.group	Miskatonic University Expedition
verb.possession	securing
noun.substance	specimens
noun.substance	soil
noun.object	continent
verb.social	aided
noun.artifact	drill
verb.creation	devised
noun.person	Prof. Frank H. Pabodie
noun.group	department
noun.person	pioneer
noun.cognition	field
noun.artifact	appliance
noun.location	points
noun.location	paths
noun.person	Pabodie
noun.act	drilling
noun.attribute	lightness
noun.attribute	portability
verb.stative	combine
noun.artifact	drill
noun.cognition	principle
noun.cognition	principle
noun.artifact	drill
verb.social	cope
noun.object	strata
noun.substance	Steel
noun.artifact	derrick
noun.attribute	paraphernalia
noun.act	cording
noun.substance	rubbish
noun.act	removal
noun.artifact	auger
noun.artifact	piping
noun.substance	bores
noun.quantity	inches
noun.artifact	accessories
noun.artifact	sledges
noun.substance	aluminum alloy
noun.artifact	objects
noun.attribute	altitude
noun.act	flying
noun.process	warming
noun.cognition	devices
noun.person	Pabodie
verb.motion	transport
noun.object	ice barrier
noun.location	points
noun.location	points
noun.quantity	quota
verb.stative	cover
verb.stative	permit
noun.object	mountain
noun.location	ranges
noun.location	Ross Sea
verb.communication	explored
noun.person	Shackleton
noun.person	Amundsen
noun.person	Scott
noun.person	Byrd
noun.attribute	distances
noun.attribute	significance
verb.cognition	unearth
noun.group	strata
noun.attribute	range
noun.Tops	specimens
verb.possession	secured
verb.cognition	wished
noun.object	rocks
noun.state	realm
noun.object	earth
noun.object	continent
noun.plant	vegetable
noun.plant	lichens
noun.animal	marine fauna
noun.animal	arachnida
noun.animal	penguins
noun.substance	survivals
noun.attribute	variety
noun.communication	detail
noun.act	boring
verb.change	enlarge
noun.artifact	aperture
verb.change	blasting
noun.communication	specimens
noun.artifact	borings
verb.stative	held out
noun.substance	soil
verb.change	confined
noun.object	land surfaces
noun.location	ridges
noun.attribute	thickness
noun.act	drilling
noun.state	glaciation
noun.person	Pabodie
verb.stative	sinking
noun.substance	copper
noun.artifact	electrodes
noun.group	clusters
noun.artifact	borings
verb.change	melting off
noun.location	areas
noun.artifact	dynamo
noun.person	Starkweather
noun.group	Moore Expedition
verb.cognition	proposes
noun.communication	warnings
noun.object	antarctic
noun.group	Miskatonic Expedition
noun.group	Arkham Advertiser
